epoch,r1_i2t,r5_i2t,r10_i2t,r1_t2i,r5_t2i,r10_t2i,mean_r1,zs_cifar10,logit_scale,exp_logit_scale,lr,loss
1,1.0,4.0,10.0,1.0,5.0,10.0,1.0,10.0,2.6573078632354736,14.257853507995605,0.0004375,3.414151702608381
1,1.0,5.0,10.0,1.0,5.0,10.0,1.0,9.8,2.6574034690856934,14.25921630859375,0.0004375,3.4186161245618547
2,1.0,5.0,10.0,1.0,5.0,9.0,1.0,10.0,2.654412031173706,14.21662425994873,0.0004980801449342612,3.3195221424102783
