epoch,step,loss,temp,lr,w_mean,band_coverage_pct
1,20,0.30111855268478394,14.285715103149414,5e-06,0.5474159717559814,81.25
1,40,0.2931460440158844,14.285715103149414,5e-06,0.3891652226448059,61.71875
1,60,0.18532174825668335,14.285715103149414,5e-06,0.4420027732849121,63.28125
1,80,0.3039921224117279,14.285715103149414,5e-06,0.3298116624355316,51.5625
1,100,0.17314966022968292,14.285715103149414,5e-06,0.282047837972641,48.4375
1,120,0.22222153842449188,14.285715103149414,5e-06,0.2131074219942093,39.0625
1,140,0.24726490676403046,14.285715103149414,5e-06,0.20140966773033142,38.28125
1,160,0.11018583178520203,14.285715103149414,5e-06,0.1981326788663864,39.0625
1,180,0.13803577423095703,14.285715103149414,5e-06,0.23118874430656433,35.9375
1,200,0.11262156069278717,14.285715103149414,5e-06,0.2305854856967926,36.71875
1,220,0.1125054806470871,14.285715103149414,5e-06,0.14598989486694336,35.15625
1,240,0.21055373549461365,14.285715103149414,5e-06,0.18539591133594513,31.25
1,260,0.10276050865650177,14.285715103149414,5e-06,0.178988516330719,28.90625
1,280,0.2564176917076111,14.285715103149414,5e-06,0.16110752522945404,33.59375
1,300,0.22268128395080566,14.285715103149414,5e-06,0.23595145344734192,38.28125
1,320,0.048049196600914,14.285715103149414,5e-06,0.19075323641300201,40.625
1,340,0.20001226663589478,14.285715103149414,5e-06,0.23497383296489716,36.71875
1,360,0.09364019334316254,14.285715103149414,5e-06,0.21724443137645721,34.375
1,380,0.028447821736335754,14.285715103149414,5e-06,0.16232635080814362,30.46875
1,400,0.05902501940727234,14.285715103149414,5e-06,0.1673138290643692,24.21875
1,420,0.1673273742198944,14.285715103149414,5e-06,0.1539449393749237,31.25
1,440,0.38268613815307617,14.285715103149414,5e-06,0.20257504284381866,34.375
1,460,0.19301024079322815,14.285715103149414,5e-06,0.23283812403678894,45.3125
1,480,0.053675517439842224,14.285715103149414,5e-06,0.13603414595127106,27.34375
1,500,0.12236964702606201,14.285715103149414,5e-06,0.18314607441425323,31.25
1,520,0.05939534306526184,14.285715103149414,5e-06,0.1284150928258896,22.65625
1,540,0.12475946545600891,14.285715103149414,5e-06,0.17348310351371765,28.125
1,560,0.1849481612443924,14.285715103149414,5e-06,0.22816820442676544,34.375
1,580,0.06892462074756622,14.285715103149414,5e-06,0.19949419796466827,37.5
1,600,0.1032305657863617,14.285715103149414,5e-06,0.14992745220661163,27.34375
1,620,0.17445415258407593,14.285715103149414,5e-06,0.18205302953720093,27.34375
1,640,0.0829346776008606,14.285715103149414,5e-06,0.1662721037864685,32.03125
1,660,0.1440107524394989,14.285715103149414,5e-06,0.24114947021007538,37.5
1,680,0.07126231491565704,14.285715103149414,5e-06,0.1974148452281952,31.25
1,700,0.0859856903553009,14.285715103149414,5e-06,0.16725249588489532,29.6875
1,720,0.18390414118766785,14.285715103149414,5e-06,0.18517954647541046,35.15625
1,740,0.14274105429649353,14.285715103149414,5e-06,0.1514560729265213,28.90625
1,760,0.07090698182582855,14.285715103149414,5e-06,0.21030744910240173,33.59375
1,780,0.07620450854301453,14.285715103149414,5e-06,0.21739624440670013,39.0625
1,800,0.10367374122142792,14.285715103149414,5e-06,0.09902473539113998,18.75
1,820,0.09483559429645538,14.285715103149414,5e-06,0.16279064118862152,27.34375
1,840,0.24709191918373108,14.285715103149414,5e-06,0.17419461905956268,32.03125
1,860,0.011537715792655945,14.285715103149414,5e-06,0.14739614725112915,28.90625
1,880,0.02648906409740448,14.285715103149414,5e-06,0.11406612396240234,21.875
1,900,0.22075964510440826,14.285715103149414,5e-06,0.1339939534664154,22.65625
1,920,0.05282407999038696,14.285715103149414,5e-06,0.1500389724969864,28.125
1,940,0.04213389754295349,14.285715103149414,5e-06,0.13294269144535065,27.34375
1,960,0.02162759006023407,14.285715103149414,5e-06,0.12711836397647858,21.09375
1,980,0.022025972604751587,14.285715103149414,5e-06,0.1583082526922226,34.375
1,1000,0.04716484248638153,14.285715103149414,5e-06,0.13632552325725555,21.09375
1,1020,0.1617046743631363,14.285715103149414,5e-06,0.13606305420398712,22.65625
1,1040,0.12206722795963287,14.285715103149414,5e-06,0.11444041132926941,20.3125
1,1060,0.040084898471832275,14.285715103149414,5e-06,0.08998660743236542,19.53125
1,1080,0.05014200508594513,14.285715103149414,5e-06,0.11995501071214676,21.875
1,1100,0.010069698095321655,14.285715103149414,5e-06,0.10214422643184662,24.21875
1,1120,0.07645060122013092,14.285715103149414,5e-06,0.15221481025218964,25.0
1,1140,0.084024578332901,14.285715103149414,5e-06,0.17100802063941956,32.8125
1,1160,0.016917914152145386,14.285715103149414,5e-06,0.1414920538663864,31.25
1,1180,0.2172325998544693,14.285715103149414,5e-06,0.13707873225212097,23.4375
1,1200,0.13185317814350128,14.285715103149414,5e-06,0.13715629279613495,25.0
1,1220,0.13479678332805634,14.285715103149414,5e-06,0.11587589234113693,25.78125
1,1240,0.0594085156917572,14.285715103149414,5e-06,0.13995181024074554,21.875
1,1260,0.010097160935401917,14.285715103149414,5e-06,0.12578411400318146,28.125
1,1280,0.030297547578811646,14.285715103149414,5e-06,0.1349145919084549,27.34375
1,1300,0.24624420702457428,14.285715103149414,5e-06,0.1120559498667717,21.09375
1,1320,0.1677636355161667,14.285715103149414,5e-06,0.16675545275211334,24.21875
1,1340,0.05449877679347992,14.285715103149414,5e-06,0.16234569251537323,29.6875
1,1360,0.03952734172344208,14.285715103149414,5e-06,0.10417541116476059,21.875
1,1380,0.11471021175384521,14.285715103149414,5e-06,0.15210510790348053,26.5625
1,1400,0.028434187173843384,14.285715103149414,5e-06,0.14854420721530914,27.34375
1,1420,0.04228469729423523,14.285715103149414,5e-06,0.12463133782148361,23.4375
1,1440,0.06050118803977966,14.285715103149414,5e-06,0.15767626464366913,23.4375
1,1460,0.028994813561439514,14.285715103149414,5e-06,0.20716463029384613,36.71875
1,1480,0.12740157544612885,14.285715103149414,5e-06,0.1450508087873459,32.8125
1,1500,0.06051558256149292,14.285715103149414,5e-06,0.14195585250854492,26.5625
1,1520,0.1883280873298645,14.285715103149414,5e-06,0.14304135739803314,24.21875
1,1540,0.010844513773918152,14.285715103149414,5e-06,0.1086973324418068,20.3125
1,1560,0.04528973996639252,14.285715103149414,5e-06,0.12528660893440247,24.21875
1,1580,0.3143829107284546,14.285715103149414,5e-06,0.14437398314476013,23.4375
1,1600,0.02934877574443817,14.285715103149414,5e-06,0.14237061142921448,28.125
1,1620,0.043064892292022705,14.285715103149414,5e-06,0.15483084321022034,35.15625
1,1640,0.04383474588394165,14.285715103149414,5e-06,0.15344853699207306,27.34375
1,1660,0.17643029987812042,14.285715103149414,5e-06,0.13703937828540802,28.125
1,1680,0.1393807977437973,14.285715103149414,5e-06,0.12355201691389084,21.875
1,1700,0.052066728472709656,14.285715103149414,5e-06,0.15425348281860352,28.90625
1,1720,0.1302594542503357,14.285715103149414,5e-06,0.1718253195285797,33.59375
1,1740,0.10370176285505295,14.285715103149414,5e-06,0.16892604529857635,28.90625
1,1760,0.17908190190792084,14.285715103149414,5e-06,0.13793617486953735,30.46875
1,1780,0.21582511067390442,14.285715103149414,5e-06,0.12107725441455841,21.875
1,1800,0.22211676836013794,14.285715103149414,5e-06,0.16921530663967133,27.34375
1,1820,0.07019747793674469,14.285715103149414,5e-06,0.18595975637435913,30.46875
1,1840,0.01713469624519348,14.285715103149414,5e-06,0.1047942116856575,22.65625
1,1860,0.14351612329483032,14.285715103149414,5e-06,0.10524497181177139,17.1875
2,20,0.041737109422683716,14.28597354888916,5e-06,0.12344371527433395,20.3125
2,40,0.08223883807659149,14.286232948303223,5e-06,0.14787398278713226,29.6875
2,60,0.03403112292289734,14.286504745483398,5e-06,0.14780321717262268,23.4375
2,80,0.035773515701293945,14.286767959594727,5e-06,0.14922311902046204,25.0
2,100,0.12317892909049988,14.287063598632812,5e-06,0.123785100877285,23.4375
